Type,Analog,Analog,Analog,Analog,Analog,Analog,Digital,Digital,Digital,Digital,Digital,Digital,Digital,Digital
Index,1,5,2,53,3,58,41,42,43,44,45,46,49,50
Name,R1,R9,R2,R2 Solltemperatur,R3,R3 Solltemperatur,M1,M3,M2/M11,E10,M13,M18,M16,E9
Description,Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14
2025/01/13 19:52:16,-3.2,27.7,27.4,29.8,43.6,50.0,0,0,0,0,1,0,1,0
2025/01/13 19:52:46,-3.2,27.7,27.4,29.8,43.6,50.0,0,0,0,0,1,0,1,0
2025/01/13 19:53:15,-3.2,27.7,27.6,29.8,43.5,50.0,0,0,1,0,1,0,1,0
2025/01/13 19:53:45,-3.2,27.6,27.2,29.8,43.5,50.0,0,0,1,0,1,0,1,0
2025/01/13 19:54:14,-3.2,30.0,26.8,29.8,43.5,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:54:44,-3.2,32.3,27.1,29.8,43.5,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:55:12,-3.3,32.8,27.1,29.8,43.5,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:55:42,-3.3,32.9,27.1,29.8,43.5,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:56:09,-3.3,33.0,27.1,29.8,43.4,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:56:39,-3.3,33.1,27.1,29.8,43.4,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:57:07,-3.3,33.4,27.2,29.8,43.4,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:57:37,-3.3,34.0,27.3,29.8,43.4,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:58:06,-3.3,34.5,27.4,29.8,43.4,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:58:36,-3.3,35.0,27.5,29.8,43.3,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:59:06,-3.3,35.6,27.6,29.8,43.3,50.0,1,0,1,0,1,0,1,0
2025/01/13 19:59:36,-3.3,35.9,27.9,29.8,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:00:05,-3.3,36.1,27.7,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:00:35,-3.3,35.8,27.6,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:01:04,-3.3,35.9,27.8,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:01:34,-3.3,36.0,27.9,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:02:02,-3.3,36.2,28.0,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:02:32,-3.3,36.2,28.0,30.0,43.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:03:01,-3.3,36.3,28.1,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:03:31,-3.3,36.4,28.2,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:04:00,-3.3,36.5,28.2,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:04:30,-3.3,36.5,28.3,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:05:00,-3.3,36.6,28.3,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:05:29,-3.3,36.6,28.4,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:05:59,-3.3,36.7,28.4,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:06:29,-3.3,36.8,28.5,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:06:59,-3.3,36.8,28.5,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:07:29,-3.3,36.8,28.5,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:07:59,-3.3,36.9,28.6,30.0,43.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:08:27,-3.3,37.0,28.6,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:08:57,-3.3,37.0,28.7,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:09:26,-3.3,37.1,28.8,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:09:56,-3.3,37.2,28.8,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:10:25,-3.3,37.2,28.9,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:10:55,-3.3,37.3,28.9,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:11:25,-3.3,37.3,29.0,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:11:55,-3.3,37.4,29.0,30.0,43.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:12:24,-3.3,37.4,29.1,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:12:54,-3.3,37.5,29.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:13:23,-3.3,37.6,29.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:13:53,-3.3,37.6,29.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:14:21,-3.3,37.7,29.3,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:14:51,-3.3,37.7,29.3,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:15:18,-3.3,37.8,29.4,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:15:48,-3.3,37.8,29.4,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:17:15,-3.3,37.8,29.5,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:17:45,-3.3,37.9,29.5,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:18:12,-3.3,37.9,29.5,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:18:42,-3.3,38.0,29.6,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:19:07,-3.3,38.0,29.6,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:19:37,-3.3,38.0,29.6,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:20:04,-3.3,38.1,29.7,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:20:34,-3.3,38.1,29.7,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:21:04,-3.3,38.1,29.7,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:21:29,-3.3,38.2,29.8,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:21:59,-3.3,38.2,29.8,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:22:28,-3.3,38.2,29.8,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:22:58,-3.3,38.3,29.9,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:23:26,-3.3,38.3,29.9,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:23:56,-3.3,38.3,29.9,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:24:23,-3.3,38.3,29.9,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:24:53,-3.3,38.3,29.9,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:25:23,-3.3,38.4,30.0,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:25:53,-3.3,38.4,30.0,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:26:23,-3.3,38.4,30.0,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:26:53,-3.3,38.4,30.1,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:27:21,-3.3,38.5,30.1,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:27:51,-3.3,38.5,30.1,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:28:20,-3.3,38.5,30.1,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:28:50,-3.3,38.5,30.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:29:17,-3.3,38.5,30.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:29:47,-3.3,38.6,30.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:30:16,-3.3,38.6,30.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:30:46,-3.3,38.6,30.2,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:31:15,-3.3,38.6,30.3,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:31:45,-3.3,38.6,30.3,30.0,43.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:32:12,-3.3,38.7,30.3,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:32:42,-3.3,38.7,30.3,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:33:11,-3.3,38.7,30.4,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:33:41,-3.3,38.7,30.4,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:34:09,-3.3,38.7,30.4,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:34:39,-3.3,38.8,30.4,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:35:08,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:35:38,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:36:05,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:36:35,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:37:02,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:37:32,-3.3,38.8,30.5,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:38:00,-3.3,38.9,30.6,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:38:30,-3.3,38.9,30.6,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:39:00,-3.3,38.9,30.6,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:39:29,-3.3,38.9,30.6,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:39:59,-3.3,38.9,30.6,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:40:26,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:40:56,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:41:24,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:41:54,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:42:24,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:42:54,-3.3,39.0,30.7,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:43:20,-3.3,39.0,30.8,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:43:50,-3.3,39.1,30.8,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:44:17,-3.3,39.1,30.8,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:44:47,-3.3,39.1,30.8,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:46:14,-3.3,39.1,30.8,30.0,42.9,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:46:44,-3.3,39.1,30.8,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:47:13,-3.3,39.1,30.8,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:47:43,-3.3,39.1,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:48:12,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:48:42,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:49:10,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:49:40,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:50:06,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:50:36,-3.3,39.2,30.9,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:51:04,-3.3,39.2,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:51:34,-3.3,39.2,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:52:00,-3.3,39.3,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:52:30,-3.3,39.3,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:53:00,-3.3,39.3,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:53:28,-3.3,39.3,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:53:58,-3.3,39.3,31.0,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:54:27,-3.3,39.3,31.1,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:54:57,-3.3,39.3,31.1,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:55:26,-3.3,39.3,31.1,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:55:56,-3.3,39.3,31.1,30.0,42.8,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:56:24,-3.3,39.4,31.1,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:56:54,-3.2,39.4,31.1,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:57:23,-3.2,39.4,31.1,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:57:53,-3.2,39.4,31.1,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:58:19,-3.2,39.4,31.1,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:58:49,-3.2,39.4,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:59:17,-3.2,39.4,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 20:59:47,-3.2,39.4,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:00:15,-3.2,39.4,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:00:45,-3.2,39.4,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:01:14,-3.2,39.5,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:01:44,-3.2,39.5,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:02:11,-3.2,39.5,31.2,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:02:41,-3.2,39.5,31.3,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:03:10,-3.2,39.5,31.3,30.0,42.7,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:03:40,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:04:08,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:04:38,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:05:05,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:05:35,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:06:05,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:06:35,-3.2,39.5,31.3,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:07:03,-3.2,39.6,31.4,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:07:33,-3.2,39.6,31.4,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:08:02,-3.2,39.6,31.4,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:08:32,-3.2,39.6,31.4,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:09:01,-3.2,39.6,31.4,30.0,42.6,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:09:31,-3.2,39.6,31.4,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:10:01,-3.2,39.6,31.4,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:10:26,-3.2,39.6,31.4,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:10:56,-3.2,39.6,31.4,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:11:24,-3.2,39.6,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:11:54,-3.2,39.6,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:12:23,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:12:53,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:13:20,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:13:50,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:14:19,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:14:49,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:15:17,-3.2,39.7,31.5,30.0,42.5,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:15:47,-3.2,39.7,31.5,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:17:14,-3.2,39.7,31.5,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:17:44,-3.2,39.7,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:18:13,-3.2,39.7,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:18:43,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:19:11,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:19:41,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:20:11,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:20:41,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:21:10,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:21:40,-3.2,39.8,31.6,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:22:09,-3.2,39.8,31.7,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:22:39,-3.2,39.8,31.7,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:23:07,-3.2,39.8,31.7,30.0,42.4,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:23:37,-3.2,39.8,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:24:06,-3.2,39.8,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:24:36,-3.2,39.8,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:25:05,-3.1,39.9,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:25:35,-3.1,39.9,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:26:05,-3.1,39.9,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:26:35,-3.1,39.9,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:27:02,-3.1,39.9,31.7,30.0,42.3,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:27:32,-3.1,39.9,31.7,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:28:02,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:28:29,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:28:59,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:29:26,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:29:56,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:30:24,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:30:54,-3.1,39.9,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:31:21,-3.1,40.0,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:31:51,-3.1,40.0,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:32:18,-3.1,40.0,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:32:48,-3.1,40.0,31.8,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:33:16,-3.1,40.0,31.9,30.0,42.2,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:33:46,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:34:15,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:34:45,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:35:11,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:35:41,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:36:08,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:36:38,-3.1,40.0,31.9,30.0,42.1,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:37:07,-3.1,40.1,31.9,30.0,42.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:37:37,-3.1,40.1,31.9,30.0,42.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:38:06,-3.1,40.1,31.9,30.0,42.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:38:36,-3.1,40.1,31.9,30.0,42.0,10.0,1,0,1,0,1,0,1,0
2025/01/13 21:39:06,-3.1,34.1,32.0,30.0,42.0,10.0,0,0,1,0,1,0,0,0
2025/01/13 21:39:36,-3.1,32.6,32.0,30.0,42.0,10.0,0,0,1,0,1,0,0,0
2025/01/13 21:40:05,-3.1,32.5,32.0,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:40:35,-3.1,32.4,32.0,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:41:03,-3.1,32.2,31.8,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:41:33,-3.1,32.0,31.7,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:42:02,-3.1,32.0,31.6,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:42:32,-3.1,31.9,31.5,30.0,42.0,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:43:00,-3.1,31.7,31.3,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:43:30,-3.1,31.6,31.2,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:44:00,-3.1,31.5,31.1,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:44:26,-3.1,31.4,31.1,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:44:56,-3.1,31.3,31.0,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:45:25,-3.1,31.2,30.9,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:45:55,-3.1,31.1,30.8,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:46:24,-3.1,31.0,30.7,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:46:54,-3.1,30.9,30.6,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:47:20,-3.1,30.8,30.5,30.0,41.9,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:47:50,-3.1,30.7,30.4,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:48:19,-3.1,30.6,30.4,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:48:49,-3.1,30.6,30.3,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:49:17,-3.1,30.5,30.2,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:49:47,-3.1,30.4,30.1,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:51:15,-3.1,30.3,30.1,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:51:45,-3.1,30.2,30.0,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:52:11,-3.1,30.1,29.9,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:52:41,-3.1,30.0,29.9,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:53:11,-3.1,30.0,29.8,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:53:41,-3.1,30.0,29.8,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:54:10,-3.1,29.9,29.7,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:54:40,-3.1,29.9,29.7,30.0,41.8,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:55:08,-3.1,29.9,29.6,30.0,41.7,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:55:38,-3.1,29.8,29.6,30.0,41.7,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:56:05,-3.1,29.8,29.5,30.0,41.7,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:56:35,-3.1,29.7,29.5,30.0,41.7,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:57:00,-3.1,29.7,29.4,30.0,41.7,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:57:30,-3.1,29.6,29.4,30.0,41.6,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:58:00,-3.1,29.6,29.3,30.0,41.6,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:58:29,-3.1,29.5,29.3,30.0,41.6,10.0,0,0,0,0,1,0,0,0
2025/01/13 21:58:59,-3.1,29.5,29.2,30.0,41.6,10.0,0,0,0,0,1,0,0,0
