Type,Analog,Analog,Analog,Analog,Analog,Analog,Digital,Digital,Digital,Digital,Digital,Digital,Integer,Integer,Integer,Integer,Integer,Integer,Digital,Digital
Index,1,5,2,53,3,58,41,42,43,45,46,96,97,98,99,100,101,102,103,104
Name,Außentemp,Vorlauftemp,Rücklauftemp,Rücklauf Solltemperatur,Warmwasser,R3 Solltemperatur,Verdichter,Verdichter2,Primärpumpe,Heizungspumpe,Warmwasserpumpe,WMenge heizen,Wärmemenge heizen5-8,Wärmemenge heizen5-12,Wärmemenge Warnw1-4,Wärmemenge Warmwasser5-8,Wärmemenge Warmwasser9-12,Wärmemenge Schwimmbad1,Schwimmbad2,Schwimmbad3
Description,Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14,Variable 15,Variable 16,Variable 17,Variable 18,Variable 19,Variable 20
2025/01/27 00:00:34,3.5,24.2,24.0,24.9,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:01:04,3.5,24.2,24.0,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:01:34,3.5,24.2,24.0,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:02:04,3.5,24.2,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:02:29,3.5,24.2,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:02:59,3.5,24.2,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:03:26,3.5,24.1,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:03:56,3.5,24.1,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:04:22,3.5,24.1,23.9,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:04:52,3.5,24.1,23.8,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:05:18,3.5,24.1,23.8,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:05:48,3.5,24.1,23.8,24.8,41.4,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:06:13,3.5,24.1,23.8,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:06:43,3.5,24.0,23.8,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:07:09,3.6,24.0,23.8,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:07:39,3.6,24.0,23.8,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:08:06,3.6,24.0,23.8,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:08:36,3.6,24.0,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:09:02,3.6,24.0,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:09:32,3.6,24.0,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:10:02,3.6,24.0,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:10:29,3.6,23.9,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:10:59,3.6,23.9,23.7,24.8,41.3,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:11:29,3.6,23.9,23.7,24.8,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:11:59,3.6,23.9,23.7,24.8,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:12:25,3.6,23.9,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:12:55,3.6,23.9,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:13:24,3.6,23.9,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:13:54,3.6,23.9,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:14:21,3.6,23.9,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:14:51,3.7,23.8,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:15:17,3.7,23.8,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:15:47,3.7,23.8,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:16:13,3.7,23.8,23.6,24.7,41.2,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:16:43,3.7,23.8,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:17:11,3.7,23.8,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:17:41,3.7,23.8,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:18:11,3.7,23.8,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:18:41,3.7,23.8,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:19:10,3.7,23.7,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:19:40,3.7,23.7,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:21:08,3.7,23.7,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:21:38,3.7,23.7,23.5,24.7,41.1,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:22:06,3.7,23.7,23.5,24.7,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:22:36,3.7,23.7,23.4,24.7,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:23:04,3.7,23.7,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:23:34,3.7,23.7,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:24:04,3.7,23.7,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:24:29,3.8,23.7,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:24:59,3.8,23.7,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:25:26,3.8,23.6,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:25:56,3.8,23.6,23.4,24.6,41.0,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:26:25,3.8,23.6,23.4,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:26:55,3.8,23.6,23.4,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:27:24,3.8,23.6,23.4,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:27:54,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:28:24,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:28:54,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:29:20,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:29:50,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:30:19,3.8,23.6,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:30:49,3.8,23.5,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:31:19,3.8,23.5,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:31:49,3.8,23.5,23.3,24.6,40.9,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
2025/01/27 00:32:15,3.8,23.5,23.3,24.6,40.8,10.0,0,0,0,1,0,0,0,1800,0,0,0,0,0,0
