Type,Analog,Analog,Analog,Analog,Analog,Analog,Digital,Digital,Digital,Digital,Digital,Digital,Integer,Integer,Integer,Integer,Integer,Integer,Digital,Digital
Index,1,5,2,53,3,58,41,42,43,45,46,96,97,98,99,100,101,102,103,104
Name,Außentemp,Vorlauftemp,Rücklauftemp,Rücklauf Solltemperatur,Warmwasser,R3 Solltemperatur,Verdichter,Verdichter2,Primärpumpe,Heizungspumpe,Warmwasserpumpe,WMenge heizen,Wärmemenge heizen5-8,Wärmemenge heizen5-12,Wärmemenge Warnw1-4,Wärmemenge Warmwasser5-8,Wärmemenge Warmwasser9-12,Wärmemenge Schwimmbad1,Schwimmbad2,Schwimmbad3
Description,Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14,Variable 15,Variable 16,Variable 17,Variable 18,Variable 19,Variable 20
2025/01/28 00:00:22,6.1,23.9,23.6,25.1,41.2,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:00:52,6.1,23.8,23.6,25.1,41.2,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:01:18,6.1,23.8,23.6,25.1,41.2,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:01:48,6.1,23.8,23.6,25.1,41.2,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:03:13,6.1,23.8,23.6,25.1,41.2,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:03:43,6.0,23.8,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:04:11,6.0,23.8,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:04:41,6.0,23.8,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:05:11,6.0,23.8,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:05:41,6.0,23.8,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:06:10,6.0,23.7,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:06:40,6.0,23.7,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:07:07,6.0,23.7,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:07:37,5.9,23.7,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:08:06,5.9,23.7,23.5,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:08:36,5.9,23.7,23.4,25.1,41.1,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:09:05,5.9,23.7,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:09:35,5.9,23.7,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:10:00,5.9,23.7,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:10:30,5.9,23.7,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:11:00,5.9,23.7,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:11:29,5.9,23.6,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:11:59,5.9,23.6,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:12:24,5.9,23.6,23.4,25.1,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:12:54,5.9,23.6,23.4,25.0,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:13:21,5.9,23.6,23.4,25.0,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:13:51,5.8,23.6,23.3,25.0,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:14:18,5.8,23.6,23.3,25.0,41.0,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:14:48,5.8,23.6,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:15:17,5.8,23.6,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:15:47,5.8,23.6,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:16:17,5.8,23.6,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:16:47,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:17:15,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:17:45,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:18:14,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:18:44,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:19:13,5.8,23.5,23.3,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:19:43,5.8,23.5,23.2,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:20:10,5.8,23.5,23.2,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:20:40,5.8,23.5,23.2,25.0,40.9,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:21:07,5.8,23.5,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:21:37,5.8,23.5,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:22:06,5.8,23.5,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:22:36,5.8,23.5,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:23:05,5.8,23.4,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:23:35,5.8,23.4,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:24:04,5.8,23.4,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:24:34,5.8,23.4,23.2,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:25:02,5.8,23.4,23.1,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:25:32,5.8,23.4,23.1,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:26:02,5.8,23.4,23.1,25.0,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:26:27,5.8,23.4,23.1,24.9,40.8,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:26:57,5.8,23.4,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:27:25,5.8,23.4,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:27:55,5.8,23.4,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:28:24,5.8,23.4,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:28:54,5.8,23.4,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:29:23,5.8,23.3,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:29:53,5.8,23.3,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:30:21,5.8,23.3,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:30:51,5.8,23.3,23.1,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:31:17,5.8,23.3,23.0,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:31:47,5.7,23.3,23.0,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
2025/01/28 00:32:16,5.7,23.3,23.0,24.9,40.7,10.0,0,0,0,1,0,0,0,1832,0,0,0,0,0,0
