Type,Analog,Analog,Analog,Analog,Analog,Analog,Digital,Digital,Digital,Digital,Digital,Digital,Integer,Integer,Integer,Integer,Integer,Integer,Digital,Digital
Index,1,5,2,53,3,58,41,42,43,45,46,96,97,98,99,100,101,102,103,104
Name,Außentemp,Vorlauftemp,Rücklauftemp,Rücklauf Solltemperatur,Warmwasser,R3 Solltemperatur,Verdichter,Verdichter2,Primärpumpe,Heizungspumpe,Warmwasserpumpe,WMenge heizen,Wärmemenge heizen5-8,Wärmemenge heizen5-12,Wärmemenge Warnw1-4,Wärmemenge Warmwasser5-8,Wärmemenge Warmwasser9-12,Wärmemenge Schwimmbad1,Schwimmbad2,Schwimmbad3
Description,Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14,Variable 15,Variable 16,Variable 17,Variable 18,Variable 19,Variable 20
2025/01/25 00:00:21,6.0,25.1,24.9,25.5,41.0,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:00:51,6.0,25.1,24.8,25.5,41.0,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:01:19,6.0,25.0,24.8,25.5,41.0,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:01:49,6.0,25.0,24.7,25.5,41.0,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:02:17,6.0,24.9,24.7,25.5,41.0,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:02:47,6.0,24.9,24.6,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:03:16,6.0,24.9,24.6,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:03:46,6.0,24.8,24.6,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:04:16,6.0,24.8,24.5,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:04:46,6.0,24.7,24.5,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:05:14,6.0,24.7,24.5,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:05:44,6.0,24.7,24.5,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:06:13,6.0,24.7,24.4,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:06:43,6.0,24.6,24.4,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:07:12,6.0,24.6,24.4,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:07:42,5.9,24.6,24.3,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:08:08,5.9,24.6,24.3,25.5,40.9,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:08:38,5.9,24.5,24.3,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:09:04,5.9,24.5,24.3,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:09:34,5.9,24.5,24.2,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:10:04,5.9,24.5,24.2,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:10:34,5.9,24.4,24.2,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:11:01,5.9,24.4,24.2,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:11:31,5.9,24.4,24.2,25.5,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:12:01,5.9,24.4,24.1,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:12:29,5.9,24.4,24.1,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:12:59,5.9,24.3,24.1,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:13:29,5.9,24.3,24.1,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:13:59,5.9,24.3,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:14:27,5.9,24.3,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:14:57,5.9,24.3,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:15:27,5.9,24.2,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:15:57,5.9,24.2,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:16:23,5.9,24.2,24.0,25.4,40.8,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:16:53,5.9,24.2,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:17:19,5.8,24.2,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:17:49,5.8,24.2,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:18:14,5.8,24.1,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:18:44,5.8,24.1,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:19:14,5.8,24.1,23.9,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:19:44,5.8,24.1,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:20:09,5.8,24.1,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:20:39,5.8,24.1,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:21:09,5.8,24.1,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:21:39,5.8,24.0,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:22:07,5.8,24.0,23.8,25.4,40.7,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:22:37,5.8,24.0,23.8,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:23:07,5.8,24.0,23.7,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:23:37,5.8,24.0,23.7,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:24:02,5.8,24.0,23.7,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:24:32,5.8,24.0,23.7,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:25:02,5.8,24.0,23.7,25.4,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:26:29,5.8,23.9,23.7,25.3,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:26:59,5.8,23.9,23.7,25.3,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:27:29,5.7,23.9,23.7,25.3,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:27:59,5.7,23.9,23.6,25.3,40.6,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:28:28,5.7,23.9,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:28:58,5.7,23.9,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:29:25,5.7,23.9,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:29:55,5.7,23.9,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:30:25,5.7,23.8,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:30:55,5.7,23.8,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:31:23,5.7,23.8,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:31:53,5.7,23.8,23.6,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
2025/01/25 00:32:23,5.7,23.8,23.5,25.3,40.5,10.0,0,0,0,1,0,0,0,1741,0,0,0,0,0,0
